organization,resource_url,categoria,resource_title,column,dato,ontology,prefix,predicate,function,comments,resource_id_local
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Municipio,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasLocation/turismo:Location/turismo:locality,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,CP,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasLocation/turismo:Location/turismo:postalCode,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Direccion,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasLocation/turismo:Location/turismo:streetAddress,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Cod Tipo Via,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Tipo via,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Via,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Numero,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Email,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasTelecoms/turismo:Telecoms/turismo:email,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Web,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasTelecoms/turismo:Telecoms/turismo:url,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Cod Modalidad,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Modalidad,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Num Parcelas,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Plazas Parcela,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Num Bungalows,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Plaza Bungalows,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Sup Libre Acampada,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Plazas Libre Acampada,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Plazas,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:accommodationCapacity/turismo:AccommodationCapacity/turismo:maximumCapacity,cast_to_int,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Fecha Alta,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Fecha Baja,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Periodo,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/275594829175-gva-dades-turisme-campings-comunitat-valenciana/resource/294db384-800b-4e0d-bc4a-2b931e35c4a2,alojamiento,Lista de Campings Último Período,Dias Periodo,,,,,,,9096d77f-4956-49a1-a176-b488cd5ffb0a
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c655,alojamiento,Lista de Viviendas de uso turístico Histórico,Signatura,BL000768A,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:VacationRental,str_to_id,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c656,alojamiento,Lista de Viviendas de uso turístico Histórico,Cod. Estado,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c657,alojamiento,Lista de Viviendas de uso turístico Histórico,Estado,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c658,alojamiento,Lista de Viviendas de uso turístico Histórico,Cod. Tipo,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c659,alojamiento,Lista de Viviendas de uso turístico Histórico,Tipo,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c660,alojamiento,Lista de Viviendas de uso turístico Histórico,Cod. Categoria,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c661,alojamiento,Lista de Viviendas de uso turístico Histórico,Categoría,Estándar,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c662,alojamiento,Lista de Viviendas de uso turístico Histórico,Nombre,,http://www.w3.org/2004/02/skos/core#,skos,skos:prefLabel,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c662,alojamiento,Lista de Viviendas de uso turístico Histórico,Nombre,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:name,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c663,alojamiento,Lista de Viviendas de uso turístico Histórico,Cod. Provincia,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c664,alojamiento,Lista de Viviendas de uso turístico Histórico,Provincia,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasLocation/turismo:Location/turismo:province,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c665,alojamiento,Lista de Viviendas de uso turístico Histórico,Cod. Municipio,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c666,alojamiento,Lista de Viviendas de uso turístico Histórico,Municipio,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasLocation/turismo:Location/turismo:locality,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c667,alojamiento,Lista de Viviendas de uso turístico Histórico,Comarca,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c668,alojamiento,Lista de Viviendas de uso turístico Histórico,C.P.,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasLocation/turismo:Location/turismo:postalCode,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c669,alojamiento,Lista de Viviendas de uso turístico Histórico,Dirección,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasLocation/turismo:Location/turismo:streetAddress,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c670,alojamiento,Lista de Viviendas de uso turístico Histórico,Urbanización,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c671,alojamiento,Lista de Viviendas de uso turístico Histórico,Edificio,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c672,alojamiento,Lista de Viviendas de uso turístico Histórico,Bloque,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c673,alojamiento,Lista de Viviendas de uso turístico Histórico,Escalera,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c674,alojamiento,Lista de Viviendas de uso turístico Histórico,Piso,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c675,alojamiento,Lista de Viviendas de uso turístico Histórico,Puerta,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c676,alojamiento,Lista de Viviendas de uso turístico Histórico,Cod. Tipo Via,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c677,alojamiento,Lista de Viviendas de uso turístico Histórico,Tipo Via,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c678,alojamiento,Lista de Viviendas de uso turístico Histórico,Via,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c679,alojamiento,Lista de Viviendas de uso turístico Histórico,Número,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c680,alojamiento,Lista de Viviendas de uso turístico Histórico,Email,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasTelecoms/turismo:Telecoms/turismo:email,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c681,alojamiento,Lista de Viviendas de uso turístico Histórico,Web,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasTelecoms/turismo:Telecoms/turismo:url,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c682,alojamiento,Lista de Viviendas de uso turístico Histórico,Cod. Situacion,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c683,alojamiento,Lista de Viviendas de uso turístico Histórico,Situación,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c684,alojamiento,Lista de Viviendas de uso turístico Histórico,Es Apartahotel,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c685,alojamiento,Lista de Viviendas de uso turístico Histórico,Núm. Apartamentos,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c686,alojamiento,Lista de Viviendas de uso turístico Histórico,Plazas,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:accommodationCapacity/turismo:AccommodationCapacity/turismo:maximumCapacity,cast_to_int,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c687,alojamiento,Lista de Viviendas de uso turístico Histórico,Fecha alta,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/604e10be-e57c-41db-a843-c0ceeed5c688,alojamiento,Lista de Viviendas de uso turístico Histórico,Fecha baja,,,,,,,71577af3-8dde-4505-b1d6-a44226fdca18
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Signatura ,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:VacationRental,str_to_id,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Cod. Estado ,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Estado,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Cod. Tipo ,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Tipo Cod. ,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Categoria ,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Categoria,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Nombre ,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:name,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Nombre,,http://www.w3.org/2004/02/skos/core#,skos,skos:prefLabel,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Cod. Provincia,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Provincia ,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasLocation/turismo:Location/turismo:province,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Cod. Municipio ,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Municipio ,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasLocation/turismo:Location/turismo:locality,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Comarca ,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,C.P. ,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasLocation/turismo:Location/turismo:postalCode,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Direccion,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasLocation/turismo:Location/turismo:streetAddress,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Urbanizacion,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Edificio,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Bloque,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Escalera,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Piso,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Puerta,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Cod. Tipo Via,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Tipo Via,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Via,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Numero,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Email,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasTelecoms/turismo:Telecoms/turismo:email,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Web,,https://ontologia.segittur.es/turismo/modelo-v1-0-0.owl#,turismo,turismo:hasTelecoms/turismo:Telecoms/turismo:url,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Cod. Situacion,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
gva,https://tdata.dlsi.ua.es/dataset/321837726090-gva-dades-turisme-habitatges-comunitat-valenciana/resource/28ca50d8-93e8-4151-ac01-61fe6d000dfc,alojamiento,Lista de Viviendas de uso turístico Último Período,Situacion,,,,,,,01336d99-05eb-43eb-9781-bcc72dac90d5
